المنتج,سعر المنتج,صورة المنتج,رابط المنتج,المنافس,__المنافس__,__صف_الملف__,__سبب_التلف__
عينة عطر هوجو بوس ذا كوليكشن كونفيدنت عود للرجال أو دو برفيوم إنتنس قوارير 1.5مل,11.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/78ea609f-fd7c-4e9b-9a78-070baf43e38e-500x500-CmGtQoVnaXtwJNsps9GM5LT9hvhEwhqgYeKEkMN9.jpg",https://mahally.com/products/1891860617/1343386131/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=241&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,254,عينة_أو_مرفوض
عينة قوتشي فلورا جورجس جاردينيا إنتنس 5مل,28.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/624836a4-8d12-420e-91de-6e7a7cc75760-500x500-L4otSbEsFQ4GCdSs1mIHhgpZsT5zjzLe0DOVkpac.jpg",https://mahally.com/products/1891860617/15449905/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=244&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,257,عينة_أو_مرفوض
عينة عطر برادا فيج إنفيوجن أو دو بارفان 7.5 مل,28.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4f42cf97-a95b-41be-b60e-8bda4d6e8310-500x500-dL5wtfPqwoIdmwzw8d1oyE0wTAGSD99lRSpaO7C7.jpg",https://mahally.com/products/1891860617/1554105411/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=245&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,258,عينة_أو_مرفوض
عينة زيرجوف الاسكندرية II بارفيوم 2مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f77037eb-1cdd-4102-88e7-e9e245f8c490-500x500-bE6gHDJcWJR6JdOGc344XK2KoK8ykE9ex5HtHqCJ.jpg",https://mahally.com/products/1891860617/945332981/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=249&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,262,عينة_أو_مرفوض
عينة امواج جايدانس او دو بارفيوم 2مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/13e45234-db73-4526-82b0-4ea901d40e1c-500x500-lHmjOgxHx3s1jrQEx1VBzPYAzyleZbVFnq7KR9yi.jpg",https://mahally.com/products/1891860617/87736054/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=250&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,263,عينة_أو_مرفوض
عينة ديور باربل عود او دو بارفيوم 2مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/410a28ea-9bf7-461a-b8e0-416b223a4a53-500x500-ylDPh4dxHOLfPvCfT5nNKdl5EkiSVznSFo8vjU9k.jpg",https://mahally.com/products/1891860617/843574403/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=264&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,277,عينة_أو_مرفوض
عينة شانيل غابريل ايسنس او دو بارفيوم - 1.5مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7bf62965-ca3c-49bd-b06e-d6a9bc66c0c1-500x500-MCs3KygwfLmzYwO1P1uDFcZ5RJcWFZbQxKt326jw.jpg",https://mahally.com/products/1891860617/185076006/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=265&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,278,عينة_أو_مرفوض
عينة أمواج إنكلاف 2 مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ca6f1329-e279-48f1-a614-59c5e78f26e7-281.25x500-2sK5XqVuvvbdYn70EbWfnvolbf4Hea7d8YkEba9J.jpg",https://mahally.com/products/1891860617/1448006633/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=266&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,279,عينة_أو_مرفوض
عينة ثمين انسجنا او دو بارفيوم 10مل (بخاخ),138.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/330d0206-3743-4f59-b261-f0dd1aae7bfd-500x500-jKvWdZIZnkZAFvUltwStmUduCyvxvM1ovvKzm8Zn.jpg",https://mahally.com/products/1891860617/505164300/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=270&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,283,عينة_أو_مرفوض
عينة عطر فرينش ليذر 1.5مل,17.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e0754e0e-77a8-4984-9c67-56541d2aeba5-500x500-4Bc9yStdQInjdyy5UkPxxhFaSZQzses08mG4UYOy.jpg",https://mahally.com/products/1891860617/152856833/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=279&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,292,عينة_أو_مرفوض
عينة عطر نسائي بربري قولد او دو برفيوم انتنس 1.5 ML,8.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c3b4a697-8f9d-46d3-9bf3-16ad1afd596c-500x500-TQaZI8RqoKiGjOb0MNWFooepMcYx4a2i8IsKRjTq.jpg",https://mahally.com/products/1891860617/1379492624/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=282&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,295,عينة_أو_مرفوض
عينة شانيل بيج النسائي او دو بارفيوم 1.5مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a8fae8f3-e8ff-4c6b-89c5-d0388799e61d-500x374.5-bhv734hCrP287cpHE450FcYBp0mdoM7oZpEOzEZm.jpg",https://mahally.com/products/1891860617/1777889570/?queryID=aeb3fa70e60f185448d546a3c6aa42f8&position=294&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,307,عينة_أو_مرفوض
عينة عطر قوتشي غيلتي لوف اديشن بيور هوم 1.5مل,9.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3cf5f78d-9f03-4cd5-b81c-2904251b5644-500x500-W78Yxjics1Cu5cBWKV1aeVtp5abngCanCTbGJVfu.jpg",https://mahally.com/products/1891860617/138261357/?queryID=60f42d00808d649ee642bbfc4e118b30&position=301&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,314,عينة_أو_مرفوض
عينة بخاخ عطر ميمو باريس فلام -1.5 مل,17.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ccd603d4-bf4a-45ae-bcc8-f33006e08fe2-500x500-7pSV5dpYIdaZGeoQZlfGrj5MCR0mtq7DmK01Zo8A.jpg",https://mahally.com/products/1891860617/1745823644/?queryID=60f42d00808d649ee642bbfc4e118b30&position=302&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,315,عينة_أو_مرفوض
عينة هوغو بوس ذا كوليكشن اليجنت فيتفير او دو بارفيوم 1.5مل,11.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5ff437ad-e51e-4b28-b06f-5a3d934295cb-458x500-kQNa3QO6afsPhtM8wdydVzUGcCEHbQgvg9qiyKc0.jpg",https://mahally.com/products/1891860617/881821722/?queryID=60f42d00808d649ee642bbfc4e118b30&position=303&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,316,عينة_أو_مرفوض
عينة شانيل لو لايون او دو بارفيوم - 1.5مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/474176c0-d1ac-40a7-805e-0e057cf5465f-500x500-5rkfudeLcq3zrhfnaoTixt1s8xdXIG8CWkHoGzPr.jpg",https://mahally.com/products/1891860617/1750998412/?queryID=60f42d00808d649ee642bbfc4e118b30&position=304&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,317,عينة_أو_مرفوض
عينة دولتشي آند غابانا ذا ون بور أوم 5مل,28.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/732040f7-070c-49df-88fa-be768a3388b9-500x425.625-zBinpJGqpHAQ6ZlI5FWEQ90gbHGmruoJqBlOuuTi.jpg",https://mahally.com/products/1891860617/1010533327/?queryID=60f42d00808d649ee642bbfc4e118b30&position=305&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,318,عينة_أو_مرفوض
عينة ديور هوم بارفيوم اصدار 2025 مل1,17.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1fb83bac-5175-4c92-b95b-b09d19d21906-500x486.5-TMkPA96QSj6WFZkyOtZs58NWAMW8kziwzb3ZdiJk.jpg",https://mahally.com/products/1891860617/751811239/?queryID=60f42d00808d649ee642bbfc4e118b30&position=306&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,319,عينة_أو_مرفوض
عينة عطر ميمو اينفيرنس او دو بارفيوم 1.5مل,17.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/804cc119-7c41-4daf-b5a4-4389841a0a85-500x500-uGGhEAgCrFbhJnm4KXOX9ETjLGLUvNIN0jPFqll7.jpg",https://mahally.com/products/1891860617/598733508/?queryID=60f42d00808d649ee642bbfc4e118b30&position=307&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,320,عينة_أو_مرفوض
عينة ميمو باريس مارفا او دو برفيوم 1.5مل,17.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f4dbab62-2619-43fd-8863-ec64836073cf-500x500-sS3BbFYCVBrSrX75A9J9hw9VFXqkGabpOHRmSGUF.jpg",https://mahally.com/products/1891860617/235950715/?queryID=60f42d00808d649ee642bbfc4e118b30&position=308&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,321,عينة_أو_مرفوض
عينة عطر هوغو بوس ذا سينت للرجال 5 مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1d56fc2e-879a-400e-841c-77810d502f58-500x500-6bA5iKOxE66wcwL0IE9UJJHMu3ZzrdMa0N974zSo.jpg",https://mahally.com/products/1891860617/96108773/?queryID=60f42d00808d649ee642bbfc4e118b30&position=309&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,322,عينة_أو_مرفوض
عينة ميمو مادوراي - 1.5مل,17.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f468c9ac-4b59-4e6c-bee9-70e37a964a68-500x500-Eqy5QeywuGghuWYu7sWKqdZm5M9tGCUUChmLqzWu.jpg",https://mahally.com/products/1891860617/981724543/?queryID=60f42d00808d649ee642bbfc4e118b30&position=319&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,332,عينة_أو_مرفوض
عينة شانيل 1957 أو دو برفيوم-1.5مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/89218c8f-f707-4019-bd9d-93573c7412e8-500x500-TrfK7biC5k01ALTUkr5c6CQxadPeG67ehZSOQlDB.jpg",https://mahally.com/products/1891860617/1828949885/?queryID=60f42d00808d649ee642bbfc4e118b30&position=331&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,344,عينة_أو_مرفوض
عينة عطر ديور لاكي إسبريت دي بارفوم 1.2 مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/cecf40b6-3313-46e8-b54d-44e25a56945c-500x500-F6A27rnN8jdmpRlDXjJV8j6EpSq8NkXh3jwJO68L.jpg",https://mahally.com/products/1891860617/1620860699/?queryID=60f42d00808d649ee642bbfc4e118b30&position=355&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,368,عينة_أو_مرفوض
عينة مارلي بيرسيفال او دو بارفيوم 1.5مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/6aa43da5-4fcc-4b60-b092-407668d16c93-500x500-y4DwZumeJYNGhDWGR4hwfzUjIyUylmQE0VdZoMYA.jpg",https://mahally.com/products/1891860617/1207142099/?queryID=60f42d00808d649ee642bbfc4e118b30&position=383&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,396,عينة_أو_مرفوض
عينة ماء عطر بارفيومز دي مارلي ميليورا 1.5 مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4b4eacbb-6cdb-4a5d-8bea-6e1879f3e40e-500x500-ucqd6LhIjytEyKbpl1vyCcN3B7pXWz4bmAHiWYAK.jpg",https://mahally.com/products/1891860617/717233367/?queryID=60f42d00808d649ee642bbfc4e118b30&position=386&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,399,عينة_أو_مرفوض
عينة هوغو بوس ذا كوليكشن انيرجتيك فوجير او دو بارفيوم 1.5مل,11.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a9d20352-121c-44b9-b343-71b552bdd887-500x496.5-VtVrBMCcAuhBHe9gl04xzcdjUbsqUmhYuAYZcbFA.jpg",https://mahally.com/products/1891860617/651266171/?queryID=60f42d00808d649ee642bbfc4e118b30&position=387&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,400,عينة_أو_مرفوض
عينة هوغو بوس ذا كوليكشن ماجنتيك مسك او دو بارفيوم 1.5مل,11.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5724bd56-13ff-48c7-a0fe-1a4b9f9e33c3-465.5x500-K6yF2yztTjBWNFSysAPESIpAYkWp1OO9yP6YbYXx.jpg",https://mahally.com/products/1891860617/721958240/?queryID=60f42d00808d649ee642bbfc4e118b30&position=388&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,401,عينة_أو_مرفوض
عينة بولغاري مان ان بلاك او دو بارفيوم 15مل (بخاخ),57.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/x7vou09vnmHxezBs2oesQ6xdEliXFoj0PkUcO8tK.jpg",https://mahally.com/products/1891860617/1678354895/?queryID=60f42d00808d649ee642bbfc4e118b30&position=389&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,402,عينة_أو_مرفوض
عينة هوغو بوس ذا كوليكشن بولد انسنس او دو بارفيوم 1.5مل,11.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5ed7e6bf-5f56-4e33-b8eb-63439ab15ce7-456.5x500-VXhILduimxpJTwoAgWDD1Q5jrNZTNBTzVb3CGXgb.jpg",https://mahally.com/products/1891860617/1292177587/?queryID=60f42d00808d649ee642bbfc4e118b30&position=390&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,403,عينة_أو_مرفوض
عينة هوغو بوس ذا كوليكشن فيجوروس كولجين او دو بارفيوم 1.5مل,11.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5d9b0fbd-2746-4cdf-9396-96761349d1c9-474x500-g7aNfZBxF89gDUtsVtvlC3BdDfedvOwEe6undb4H.jpg",https://mahally.com/products/1891860617/1281232627/?queryID=60f42d00808d649ee642bbfc4e118b30&position=391&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,404,عينة_أو_مرفوض
عينة هوغو بوس ذا كوليكشن دارينج سافينو او دو بارفيوم 1.5مل,11.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a2363fe1-c0b3-4ba1-ad1b-e1f05da87d71-500x487-cAhijtKfdxv5ERw339MCauQr3GI1tPVTRmC9IkCM.jpg",https://mahally.com/products/1891860617/1904334406/?queryID=60f42d00808d649ee642bbfc4e118b30&position=392&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,405,عينة_أو_مرفوض
عينة عطر ديور عود اصفهان 10مل (سكب ),113.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9326e787-f19d-4672-a924-351cf7e72e10-450x500-4Cd6UQVjJnGRB4mQEajzMHye8Ki0p4iJcQlfaXdj.jpg",https://mahally.com/products/1891860617/1137615422/?queryID=60f42d00808d649ee642bbfc4e118b30&position=396&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,409,عينة_أو_مرفوض
عينة شانيل جيرسي او دو بارفيوم 1.5مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/885a5d87-b3ae-4b39-8e62-db10ef51af19-500x500-7TdWEawVUbpMTm2fhJJlB65aTZj6DIzcolXKLFcz.jpg",https://mahally.com/products/1891860617/731586643/?queryID=3e5a398652dfc8c62447b43cecc8a6bf&position=426&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,439,عينة_أو_مرفوض
عينة شانيل او دو كوليجن 1.5مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/cebf1ec2-cefd-42bc-9d18-d8452744b9b3-351.5x500-CJcL8CWsCjGyqkiOdRjg6KMeWJ5QA8V6JVBiGCGp.jpg",https://mahally.com/products/1891860617/445826515/?queryID=3e5a398652dfc8c62447b43cecc8a6bf&position=427&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,440,عينة_أو_مرفوض
عينة ميمو افريكان ليذر او دو بارفيوم 1.5مل,17.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ce762c6b-032a-49cf-9a9b-fb213a00d343-479x500-vXlhx3WaT0fdQvsEd1qMNCARcwXaL4p4XEWXo3Ek.jpg",https://mahally.com/products/1891860617/30645961/?queryID=3e5a398652dfc8c62447b43cecc8a6bf&position=434&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,447,عينة_أو_مرفوض
عينة ميمو مارفا او دو بارفيوم 10مل,115.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f3TjMfjkAN4hQTw9JejOsBYgn61pgAmtP55an4EU.jpg",https://mahally.com/products/1891860617/66164726/?queryID=3e5a398652dfc8c62447b43cecc8a6bf&position=435&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,448,عينة_أو_مرفوض
عينة جيرلان أكوا أليجوريا: فلورا بلوم فورت 1ملي,17.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e2810efb-ccc0-4164-a40e-af4d744b9743-500x500-do6JidOudpxvkS7s68YCs0OQVh8udjqMRrUKMJ0G.jpg",https://mahally.com/products/1891860617/1694944887/?queryID=3e5a398652dfc8c62447b43cecc8a6bf&position=466&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,479,عينة_أو_مرفوض
عينة قوتشي جيلتي لاف ايديشن بور فيم او دي بارفيوم 1.5مل,9.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/78d120da-5dda-4074-9f40-1ebc0f9fbbf8-500x500-Zm9Wr3zsINmPtjUVZ6ECnXj32xn15qiLR6HAAVZe.jpg",https://mahally.com/products/1891860617/607232862/?queryID=3e5a398652dfc8c62447b43cecc8a6bf&position=487&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,500,عينة_أو_مرفوض
عينة عطر جيرلان ابسولوس اليجوريا كوير انتنس او دو بارفان 7.5 مل ميني,46.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ccc64952-dd8c-44e1-a052-58d02ec92e9d-500x500-wJTY9jvea385s1nGnsAFTTBGWsQIwDJofnkh4g7n.jpg",https://mahally.com/products/1891860617/868960768/?queryID=3e5a398652dfc8c62447b43cecc8a6bf&position=489&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,502,عينة_أو_مرفوض
عينة أكوا دي جيو إليكسير من جورجيو أرماني للرجال 5مل,51.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/05f3470e-a6d0-4eaa-9809-7ee0fc78cc51-443.359375x500-AfplcRnsA7yuUQFfBwDcAa08Luje13YG4nmUjsHe.jpg",https://mahally.com/products/1891860617/648658147/?queryID=2b52e327a9497f78de6d54a615657d7c&position=565&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,578,عينة_أو_مرفوض
عينة Bois Impérial (Bois Imperial) 2 مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0c0cd4e6-fd75-4df9-9bb0-262e087926df-500x500-Lr3w92u6759PqMywj9TDXb2uzdkPfdEbnaFWm7QG.jpg",https://mahally.com/products/1891860617/393337671/?queryID=2b52e327a9497f78de6d54a615657d7c&position=579&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,592,عينة_أو_مرفوض
عينة عطر فان كليف عنبر امبريال او دو بارفيوم -,11.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a25e54a6-91a2-478c-9a3e-28e40635fa0a-500x500-8SJAUHQZ2DAhiy0HnlK6ITSbo8YTafjriLv1CxIT.jpg",https://mahally.com/products/1891860617/1455756523/?queryID=2b52e327a9497f78de6d54a615657d7c&position=585&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,598,عينة_أو_مرفوض
Van Cleef & Arpels Coll Extraordinaire Bois D'amande Unisex Eau De Parfum 7.5ml Miniature,34.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4007b57d-36c8-4eaf-a4ab-1ae60d7a776c-500x500-8ZhmCZXcY3G56ZTefePONbJ2gHhpcBd9msTHZ2gH.jpg",https://mahally.com/products/1891860617/1472048945/?queryID=2b52e327a9497f78de6d54a615657d7c&position=586&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,599,عينة_أو_مرفوض
عينة ثمين صولجان (مصغر) 10 مل,138.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b0187de5-ffc6-4dc1-8f24-9b84b05a8ddb-500x500-TKv0XW8vLAOZFNIjTBjndqenjZxdiKHnBySrNKcJ.jpg",https://mahally.com/products/1891860617/1961454265/?queryID=2b52e327a9497f78de6d54a615657d7c&position=587&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,600,عينة_أو_مرفوض
عينة اسنشيال بارفيومز ديفن فانيلا او دو بارفيوم 2مل,23.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/ede37f4d-7fd6-4a2c-ba6e-963d03f7972e-500x500-4L0tH60bIe78AlkUQCC4O08W6ebdKfyZjFz9P1qs.jpg",https://mahally.com/products/1891860617/765504059/?queryID=2b52e327a9497f78de6d54a615657d7c&position=600&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,613,عينة_أو_مرفوض
عينة امواج جايدانس او دو بارفيوم 2مل,26.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1dac8310-e7ad-46da-bb0f-c8b0d0f8104e-500x500-jIAHgE2BSlotea3ngCWGBrh8eaqWTuEKOfgM7MUA.jpg",https://mahally.com/products/1891860617/227912787/?queryID=8f3f2826ab46c862ef2864c5d8d1f8b3&position=638&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,651,عينة_أو_مرفوض
عينة عطر سان لوران واي لي بارفيوم 10مل,86.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/df691f77-9b07-4e97-b6d7-af94264805ca-416.66666666667x500-Off9Scfp1Ugjh4qWY6b9BU7ddr8hVy4bGiuRRZcn.jpg",https://mahally.com/products/1891860617/1314352445/?queryID=8f3f2826ab46c862ef2864c5d8d1f8b3&position=663&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,676,عينة_أو_مرفوض
عينة اكوا كلونيا 4711 اورجنال او دي كلون 8مل,9.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/03f86665-0859-436e-a5c0-dd6aac12ce95-500x500-ZSORA1s90hkQL6ZfAEMYvZKP2JNCr9NTJH5xjwrv.jpg",https://mahally.com/products/1891860617/484837360/?queryID=8f3f2826ab46c862ef2864c5d8d1f8b3&position=688&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,701,عينة_أو_مرفوض
عينة عطر توم فورد عود وود أو دو بارفان 4مل,101.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3db9f78e-e71a-431d-b802-e93f11e816c0-500x500-DoOsUEUXv9OiTZv7NnCfnafUvF88aVUyoK7OfQP9.jpg",https://mahally.com/products/1891860617/717519794/?queryID=8f3f2826ab46c862ef2864c5d8d1f8b3&position=699&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,712,عينة_أو_مرفوض
عينة عطر مليون جولد أو دو برفيوم 10مل,75.0,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7bea4c11-a009-4eb9-ba7f-ab220115590d-500x500-tqDo30GXVF7j1tnjfirZr7yBr2MB5EJOFKJaSXuY.jpg",https://mahally.com/products/1891860617/2086348637/?queryID=dbfa8a3ccd008f7b2bfd744857474444&position=710&index=products_v2_store_view,م عالم جيفنشي,م عالم جيفنشي.csv,723,عينة_أو_مرفوض
